Hemisphere,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,change temp
Global,1880,-0.17,-0.23,-0.08,-0.15,-0.08,-0.2,-0.17,-0.09,-0.13,-0.22,-0.2,-0.16,-0.1566666667
Global,1881,-0.18,-0.13,0.04,0.06,0.08,-0.17,0.02,-0.02,-0.14,-0.2,-0.17,-0.05,-0.07166666667
Global,1882,0.18,0.15,0.06,-0.15,-0.13,-0.21,-0.15,-0.06,-0.13,-0.23,-0.15,-0.34,-0.09666666667
Global,1883,-0.28,-0.36,-0.11,-0.17,-0.16,-0.07,-0.05,-0.12,-0.2,-0.1,-0.22,-0.1,-0.1616666667
Global,1884,-0.12,-0.07,-0.36,-0.39,-0.33,-0.34,-0.32,-0.27,-0.26,-0.24,-0.32,-0.3,-0.2766666667
Global,1885,-0.58,-0.33,-0.25,-0.41,-0.44,-0.43,-0.33,-0.3,-0.28,-0.23,-0.23,-0.09,-0.325
Global,1886,-0.43,-0.5,-0.42,-0.27,-0.23,-0.34,-0.17,-0.3,-0.23,-0.27,-0.26,-0.24,-0.305
Global,1887,-0.71,-0.56,-0.35,-0.34,-0.29,-0.24,-0.25,-0.34,-0.25,-0.35,-0.25,-0.32,-0.3541666667
Global,1888,-0.33,-0.35,-0.41,-0.2,-0.21,-0.17,-0.1,-0.15,-0.11,0.02,0.03,-0.03,-0.1675
Global,1889,-0.08,0.17,0.06,0.1,0,-0.1,-0.07,-0.2,-0.24,-0.25,-0.33,-0.28,-0.1016666667
Global,1890,-0.41,-0.44,-0.4,-0.29,-0.39,-0.24,-0.27,-0.38,-0.36,-0.24,-0.42,-0.3,-0.345
Global,1891,-0.34,-0.46,-0.18,-0.27,-0.16,-0.2,-0.17,-0.17,-0.15,-0.22,-0.31,-0.04,-0.2225
Global,1892,-0.28,-0.1,-0.4,-0.33,-0.23,-0.22,-0.31,-0.27,-0.16,-0.14,-0.41,-0.38,-0.2691666667
Global,1893,-0.81,-0.57,-0.22,-0.27,-0.33,-0.25,-0.13,-0.24,-0.22,-0.18,-0.18,-0.31,-0.3091666667
Global,1894,-0.52,-0.29,-0.23,-0.44,-0.3,-0.4,-0.23,-0.23,-0.27,-0.23,-0.25,-0.2,-0.2991666667
Global,1895,-0.4,-0.42,-0.32,-0.21,-0.26,-0.2,-0.16,-0.16,-0.12,-0.1,-0.16,-0.13,-0.22
Global,1896,-0.21,-0.12,-0.26,-0.3,-0.15,-0.1,-0.02,-0.05,-0.07,0.07,-0.04,-0.04,-0.1075
Global,1897,-0.15,-0.17,-0.13,-0.02,-0.01,-0.11,-0.02,-0.09,-0.08,-0.12,-0.17,-0.19,-0.105
Global,1898,-0.01,-0.29,-0.5,-0.3,-0.29,-0.18,-0.21,-0.25,-0.21,-0.34,-0.37,-0.22,-0.2641666667
Global,1899,-0.15,-0.38,-0.35,-0.2,-0.22,-0.31,-0.15,-0.08,-0.04,-0.04,0.14,-0.25,-0.1691666667
Global,1900,-0.35,-0.05,0.01,-0.08,-0.08,-0.09,-0.12,-0.08,-0.04,0.11,-0.05,-0.06,-0.07333333333
Global,1901,-0.21,-0.1,0.07,-0.02,-0.15,-0.11,-0.14,-0.2,-0.21,-0.28,-0.17,-0.26,-0.1483333333
Global,1902,-0.17,-0.06,-0.27,-0.27,-0.31,-0.29,-0.27,-0.29,-0.28,-0.28,-0.34,-0.4,-0.2691666667
Global,1903,-0.22,-0.05,-0.21,-0.4,-0.39,-0.41,-0.34,-0.44,-0.49,-0.47,-0.41,-0.49,-0.36
Global,1904,-0.62,-0.57,-0.47,-0.49,-0.51,-0.47,-0.5,-0.48,-0.55,-0.38,-0.16,-0.32,-0.46
Global,1905,-0.34,-0.58,-0.21,-0.33,-0.29,-0.27,-0.26,-0.19,-0.18,-0.24,-0.06,-0.12,-0.2558333333
Global,1906,-0.27,-0.29,-0.18,-0.04,-0.25,-0.19,-0.22,-0.19,-0.28,-0.19,-0.36,-0.14,-0.2166666667
Global,1907,-0.42,-0.5,-0.26,-0.36,-0.45,-0.41,-0.34,-0.33,-0.33,-0.22,-0.45,-0.46,-0.3775
Global,1908,-0.44,-0.32,-0.54,-0.44,-0.37,-0.37,-0.34,-0.45,-0.35,-0.43,-0.51,-0.48,-0.42
Global,1909,-0.71,-0.45,-0.54,-0.58,-0.54,-0.51,-0.44,-0.32,-0.38,-0.39,-0.31,-0.55,-0.4766666667
Global,1910,-0.41,-0.41,-0.5,-0.41,-0.33,-0.37,-0.33,-0.35,-0.38,-0.4,-0.54,-0.66,-0.4241666667
Global,1911,-0.61,-0.56,-0.6,-0.52,-0.5,-0.49,-0.4,-0.43,-0.4,-0.26,-0.2,-0.2,-0.4308333333
Global,1912,-0.24,-0.13,-0.37,-0.16,-0.2,-0.22,-0.41,-0.53,-0.57,-0.56,-0.38,-0.42,-0.3491666667
Global,1913,-0.39,-0.44,-0.42,-0.39,-0.43,-0.44,-0.35,-0.33,-0.34,-0.32,-0.19,-0.01,-0.3375
Global,1914,0.06,-0.09,-0.23,-0.28,-0.2,-0.25,-0.23,-0.15,-0.16,-0.03,-0.14,-0.03,-0.1441666667
Global,1915,-0.2,-0.03,-0.09,0.07,-0.05,-0.21,-0.11,-0.21,-0.2,-0.24,-0.12,-0.21,-0.1333333333
Global,1916,-0.11,-0.14,-0.27,-0.3,-0.33,-0.48,-0.36,-0.27,-0.35,-0.32,-0.45,-0.81,-0.3491666667
Global,1917,-0.57,-0.62,-0.63,-0.54,-0.54,-0.42,-0.24,-0.21,-0.22,-0.43,-0.32,-0.66,-0.45
Global,1918,-0.47,-0.33,-0.24,-0.43,-0.42,-0.35,-0.31,-0.31,-0.17,-0.05,-0.11,-0.29,-0.29
Global,1919,-0.2,-0.23,-0.21,-0.12,-0.27,-0.35,-0.28,-0.32,-0.25,-0.19,-0.4,-0.41,-0.2691666667
Global,1920,-0.24,-0.26,-0.12,-0.23,-0.26,-0.35,-0.29,-0.26,-0.21,-0.26,-0.26,-0.45,-0.2658333333
Global,1921,-0.04,-0.17,-0.22,-0.29,-0.3,-0.27,-0.14,-0.25,-0.19,-0.03,-0.13,-0.17,-0.1833333333
Global,1922,-0.32,-0.44,-0.14,-0.22,-0.33,-0.3,-0.27,-0.32,-0.35,-0.32,-0.14,-0.18,-0.2775
Global,1923,-0.27,-0.39,-0.33,-0.4,-0.33,-0.28,-0.3,-0.32,-0.31,-0.13,-0.02,-0.04,-0.26
Global,1924,-0.22,-0.23,-0.08,-0.3,-0.18,-0.25,-0.28,-0.35,-0.32,-0.35,-0.2,-0.42,-0.265
Global,1925,-0.38,-0.4,-0.27,-0.25,-0.28,-0.32,-0.26,-0.19,-0.19,-0.16,0.05,0.07,-0.215
Global,1926,0.21,0.03,0.11,-0.12,-0.23,-0.25,-0.27,-0.13,-0.14,-0.11,-0.06,-0.29,-0.1041666667
Global,1927,-0.27,-0.18,-0.38,-0.3,-0.25,-0.27,-0.18,-0.24,-0.12,-0.01,-0.05,-0.33,-0.215
Global,1928,-0.01,-0.09,-0.25,-0.27,-0.29,-0.38,-0.19,-0.22,-0.21,-0.19,-0.09,-0.16,-0.1958333333
Global,1929,-0.44,-0.58,-0.32,-0.41,-0.38,-0.43,-0.36,-0.32,-0.25,-0.14,-0.1,-0.54,-0.3558333333
Global,1930,-0.29,-0.26,-0.1,-0.25,-0.24,-0.22,-0.21,-0.15,-0.15,-0.12,0.18,-0.05,-0.155
Global,1931,-0.1,-0.21,-0.1,-0.23,-0.19,-0.08,-0.03,-0.04,-0.07,0.05,-0.05,-0.05,-0.09166666667
Global,1932,0.15,-0.17,-0.18,-0.06,-0.17,-0.29,-0.25,-0.22,-0.11,-0.09,-0.27,-0.26,-0.16
Global,1933,-0.23,-0.29,-0.3,-0.24,-0.29,-0.34,-0.21,-0.24,-0.29,-0.25,-0.31,-0.44,-0.2858333333
Global,1934,-0.21,-0.02,-0.29,-0.3,-0.09,-0.14,-0.1,-0.12,-0.15,-0.07,0.04,-0.02,-0.1225
Global,1935,-0.33,0.14,-0.14,-0.36,-0.29,-0.27,-0.21,-0.21,-0.21,-0.06,-0.26,-0.17,-0.1975
Global,1936,-0.27,-0.38,-0.21,-0.2,-0.16,-0.21,-0.1,-0.13,-0.09,-0.03,0.01,-0.01,-0.1483333333
Global,1937,-0.07,0.03,-0.2,-0.15,-0.05,-0.05,-0.03,0.02,0.09,0.09,0.08,-0.07,-0.02583333333
Global,1938,0.08,0.03,0.09,0.06,-0.09,-0.17,-0.09,-0.05,0,0.15,0.08,-0.12,-0.0025
Global,1939,-0.05,-0.07,-0.18,-0.09,-0.04,-0.07,-0.06,-0.06,-0.07,-0.04,0.07,0.44,-0.01833333333
Global,1940,0,0.08,0.09,0.17,0.11,0.11,0.12,0.07,0.15,0.11,0.17,0.32,0.125
Global,1941,0.18,0.31,0.1,0.16,0.17,0.13,0.22,0.15,0.02,0.35,0.22,0.21,0.185
Global,1942,0.29,0.02,0.05,0.09,0.11,0.05,0,-0.04,-0.03,0.01,0.1,0.13,0.065
Global,1943,-0.01,0.17,-0.04,0.11,0.07,-0.05,0.08,0.01,0.05,0.23,0.2,0.24,0.08833333333
Global,1944,0.36,0.24,0.26,0.19,0.19,0.15,0.18,0.18,0.28,0.26,0.11,0.04,0.2033333333
Global,1945,0.1,0,0.06,0.19,0.06,0,0.03,0.26,0.2,0.18,0.07,-0.07,0.09
Global,1946,0.15,0.02,0.01,0.05,-0.07,-0.21,-0.12,-0.2,-0.08,-0.08,-0.05,-0.31,-0.07416666667
Global,1947,-0.07,-0.08,0.06,0.06,-0.02,-0.02,-0.04,-0.07,-0.12,0.07,0.03,-0.13,-0.0275
Global,1948,0.06,-0.15,-0.24,-0.12,-0.01,-0.05,-0.11,-0.12,-0.14,-0.05,-0.12,-0.23,-0.1066666667
Global,1949,0.07,-0.14,-0.02,-0.11,-0.1,-0.27,-0.13,-0.13,-0.14,-0.06,-0.1,-0.18,-0.1091666667
Global,1950,-0.26,-0.27,-0.08,-0.21,-0.11,-0.05,-0.09,-0.16,-0.11,-0.2,-0.34,-0.21,-0.1741666667
Global,1951,-0.34,-0.41,-0.2,-0.14,0,-0.07,-0.01,0.06,0.05,0.08,-0.01,0.16,-0.06916666667
Global,1952,0.12,0.11,-0.08,0.03,-0.03,-0.03,0.04,0.05,0.07,0,-0.13,-0.02,0.01083333333
Global,1953,0.07,0.15,0.11,0.19,0.11,0.12,0.01,0.05,0.04,0.08,-0.03,0.05,0.07916666667
Global,1954,-0.24,-0.1,-0.15,-0.14,-0.2,-0.18,-0.19,-0.17,-0.1,-0.02,0.08,-0.18,-0.1325
Global,1955,0.13,-0.16,-0.32,-0.22,-0.2,-0.14,-0.11,0.02,-0.11,-0.05,-0.25,-0.28,-0.1408333333
Global,1956,-0.12,-0.24,-0.21,-0.27,-0.29,-0.16,-0.09,-0.26,-0.19,-0.23,-0.15,-0.06,-0.1891666667
Global,1957,-0.09,-0.03,-0.05,0,0.09,0.15,0.02,0.15,0.09,0.01,0.08,0.15,0.0475
Global,1958,0.39,0.22,0.08,0.01,0.06,-0.09,0.05,-0.05,-0.02,0.04,0.02,0.01,0.06
Global,1959,0.08,0.07,0.18,0.16,0.04,0.03,0.03,-0.01,-0.06,-0.07,-0.08,-0.01,0.03
Global,1960,0,0.13,-0.35,-0.15,-0.08,-0.04,-0.04,0.02,0.07,0.06,-0.11,0.19,-0.025
Global,1961,0.07,0.19,0.09,0.13,0.12,0.11,0.01,0.01,0.09,0,0.03,-0.16,0.0575
Global,1962,0.05,0.15,0.1,0.05,-0.06,0.03,0.02,-0.01,0,0.01,0.06,-0.03,0.03083333333
Global,1963,-0.03,0.18,-0.14,-0.07,-0.06,0.05,0.06,0.22,0.18,0.14,0.15,-0.03,0.05416666667
Global,1964,-0.09,-0.1,-0.21,-0.32,-0.25,-0.04,-0.04,-0.22,-0.3,-0.32,-0.21,-0.3,-0.2
Global,1965,-0.08,-0.17,-0.13,-0.19,-0.12,-0.08,-0.13,-0.04,-0.15,-0.05,-0.06,-0.08,-0.1066666667
Global,1966,-0.19,-0.04,0.04,-0.13,-0.12,0.01,0.08,-0.09,-0.03,-0.16,-0.01,-0.02,-0.055
Global,1967,-0.07,-0.21,0.05,-0.05,0.12,-0.08,0.02,0.01,-0.06,0.09,-0.05,-0.05,-0.02333333333
Global,1968,-0.26,-0.14,0.2,-0.06,-0.14,-0.09,-0.13,-0.09,-0.19,0.09,-0.05,-0.15,-0.08416666667
Global,1969,-0.11,-0.17,0.01,0.17,0.18,0.03,-0.04,0.04,0.09,0.1,0.12,0.24,0.055
Global,1970,0.08,0.22,0.06,0.05,-0.04,-0.03,0.01,-0.1,0.12,0.03,0.02,-0.12,0.025
Global,1971,-0.02,-0.16,-0.18,-0.07,-0.05,-0.17,-0.08,-0.01,-0.06,-0.04,-0.07,-0.08,-0.0825
Global,1972,-0.22,-0.18,0.02,0,-0.03,0.04,0.01,0.16,0.02,0.08,0.02,0.18,0.008333333333
Global,1973,0.29,0.32,0.29,0.27,0.22,0.19,0.13,0.05,0.09,0.1,0.05,-0.07,0.1608333333
Global,1974,-0.1,-0.27,-0.05,-0.11,-0.04,-0.05,-0.03,0.11,-0.08,-0.05,-0.07,-0.08,-0.06833333333
Global,1975,0.1,0.08,0.12,0.04,0.16,-0.01,-0.01,-0.17,-0.03,-0.11,-0.17,-0.17,-0.01416666667
Global,1976,-0.03,-0.06,-0.21,-0.07,-0.21,-0.12,-0.1,-0.12,-0.06,-0.24,-0.06,0.11,-0.0975
Global,1977,0.18,0.23,0.25,0.26,0.33,0.27,0.2,0.18,0.02,0.03,0.16,0.03,0.1783333333
Global,1978,0.06,0.1,0.19,0.17,0.09,-0.01,0.04,-0.13,0.06,0.03,0.14,0.08,0.06833333333
Global,1979,0.08,-0.1,0.19,0.15,0.04,0.14,0.04,0.17,0.25,0.26,0.28,0.48,0.165
Global,1980,0.3,0.4,0.3,0.3,0.35,0.2,0.22,0.19,0.2,0.13,0.3,0.22,0.2591666667
Global,1981,0.53,0.42,0.48,0.32,0.25,0.29,0.32,0.35,0.15,0.12,0.23,0.41,0.3225
Global,1982,0.05,0.15,0.03,0.15,0.18,0.06,0.15,0.04,0.14,0.13,0.18,0.43,0.1408333333
Global,1983,0.53,0.43,0.42,0.28,0.34,0.23,0.18,0.35,0.37,0.17,0.3,0.17,0.3141666667
Global,1984,0.31,0.14,0.26,0.06,0.33,0.02,0.19,0.19,0.21,0.14,0.07,-0.04,0.1566666667
Global,1985,0.22,-0.04,0.17,0.12,0.15,0.15,0.04,0.17,0.13,0.12,0.05,0.14,0.1183333333
Global,1986,0.26,0.37,0.3,0.22,0.21,0.12,0.11,0.16,0.03,0.15,0.1,0.13,0.18
Global,1987,0.32,0.43,0.19,0.25,0.26,0.35,0.4,0.25,0.35,0.33,0.29,0.46,0.3233333333
Global,1988,0.57,0.44,0.52,0.43,0.44,0.4,0.33,0.39,0.37,0.38,0.12,0.29,0.39
Global,1989,0.12,0.3,0.36,0.29,0.17,0.17,0.34,0.33,0.35,0.29,0.19,0.37,0.2733333333
Global,1990,0.42,0.44,0.8,0.56,0.46,0.38,0.46,0.34,0.23,0.45,0.47,0.41,0.4516666667
Global,1991,0.43,0.5,0.35,0.51,0.34,0.53,0.47,0.39,0.44,0.29,0.3,0.32,0.4058333333
Global,1992,0.47,0.4,0.48,0.27,0.31,0.26,0.08,0.08,-0.01,0.06,0.03,0.21,0.22
Global,1993,0.35,0.37,0.36,0.28,0.29,0.23,0.25,0.11,0.12,0.23,0.04,0.18,0.2341666667
Global,1994,0.26,0.02,0.29,0.42,0.28,0.44,0.3,0.22,0.32,0.42,0.44,0.38,0.3158333333
Global,1995,0.52,0.79,0.47,0.46,0.27,0.44,0.45,0.45,0.34,0.47,0.44,0.25,0.4458333333
Global,1996,0.24,0.46,0.33,0.32,0.28,0.26,0.36,0.48,0.25,0.2,0.39,0.37,0.3283333333
Global,1997,0.3,0.41,0.52,0.34,0.34,0.54,0.34,0.42,0.52,0.61,0.64,0.59,0.4641666667
Global,1998,0.58,0.88,0.63,0.63,0.68,0.77,0.66,0.66,0.42,0.42,0.43,0.55,0.6091666667
Global,1999,0.49,0.64,0.32,0.31,0.27,0.36,0.38,0.32,0.38,0.34,0.38,0.41,0.3833333333
Global,2000,0.25,0.56,0.56,0.56,0.36,0.4,0.39,0.42,0.38,0.28,0.3,0.28,0.395
Global,2001,0.46,0.44,0.56,0.51,0.58,0.52,0.59,0.5,0.52,0.51,0.73,0.56,0.54
Global,2002,0.78,0.79,0.88,0.58,0.63,0.53,0.61,0.53,0.63,0.54,0.59,0.44,0.6275
Global,2003,0.75,0.58,0.6,0.55,0.61,0.48,0.59,0.65,0.62,0.73,0.53,0.75,0.62
Global,2004,0.58,0.73,0.64,0.61,0.38,0.44,0.27,0.47,0.5,0.61,0.73,0.51,0.5391666667
Global,2005,0.75,0.6,0.75,0.68,0.63,0.65,0.62,0.62,0.71,0.75,0.74,0.68,0.6816666667
Global,2006,0.57,0.73,0.63,0.49,0.5,0.66,0.55,0.71,0.65,0.7,0.74,0.79,0.6433333333
Global,2007,1.03,0.7,0.73,0.77,0.69,0.62,0.61,0.6,0.6,0.58,0.59,0.5,0.6683333333
Global,2008,0.31,0.38,0.75,0.54,0.49,0.5,0.6,0.47,0.61,0.67,0.69,0.54,0.5458333333
Global,2009,0.65,0.53,0.54,0.61,0.65,0.65,0.74,0.68,0.73,0.65,0.81,0.68,0.66
Global,2010,0.75,0.84,0.92,0.84,0.75,0.68,0.63,0.68,0.63,0.71,0.82,0.45,0.725
Global,2011,0.52,0.48,0.65,0.65,0.52,0.62,0.71,0.75,0.57,0.66,0.59,0.6,0.61
Global,2012,0.49,0.5,0.58,0.72,0.78,0.65,0.58,0.63,0.72,0.79,0.78,0.53,0.6458333333
Global,2013,0.71,0.63,0.68,0.55,0.61,0.69,0.61,0.7,0.78,0.69,0.84,0.7,0.6825
Global,2014,0.76,0.55,0.79,0.81,0.87,0.68,0.58,0.82,0.88,0.81,0.67,0.79,0.7508333333
Global,2015,0.85,0.91,0.96,0.76,0.8,0.82,0.74,0.81,0.85,1.09,1.06,1.16,0.9008333333
Global,2016,1.17,1.37,1.35,1.12,0.96,0.81,0.85,1.02,0.91,0.89,0.91,0.86,1.018333333
Global,2017,1.03,1.15,1.17,0.95,0.91,0.72,0.82,0.87,0.77,0.9,0.88,0.94,0.9258333333
Global,2018,0.82,0.85,0.9,0.89,0.83,0.78,0.83,0.76,0.81,1.02,0.83,0.92,0.8533333333
Global,2019,0.94,0.96,1.18,1.02,0.86,0.93,0.95,0.94,0.93,1.02,1.01,1.09,0.9858333333
Global,2020,1.17,1.26,1.18,1.14,1.02,0.92,0.9,0.87,0.99,0.89,1.11,0.81,1.021666667
Northern,1880,-0.34,-0.5,-0.22,-0.28,-0.04,-0.14,-0.16,-0.24,-0.21,-0.3,-0.41,-0.38,-0.2683333333
